4357.59050445	"Nitrogen regulatory protein P-II"	1.0	bin_7_01408	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA024D14	10
8226.48307692	"hypothetical protein"	1.0	bin_7_00036;bin_7_00021;bin_7_01209	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA024D14	12
4408.29189789	"All-trans-phytoene synthase"	1.0	bin_7_00164;bin_7_01133	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4318.91651134	"zeta-carotene-forming phytoene desaturase"	1.0	bin_7_01134;bin_7_00163	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4149.09064748	"Glutamate-1-semialdehyde 2,1-aminomutase"	1.0	bin_7_00370	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
4182.73414231	"Serine/threonine-protein kinase PK-1"	0.933333333333	bin_7_00167;bin_7_01130	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	13
4121.32626427	"Nicotinamide riboside transporter PnuC"	0.666666666667	bin_7_00165;bin_7_01132	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	13
4779.52484255	"Permease for cytosine/purines, uracil, thiamine, allantoin"	0.928571428571	bin_7_00052;bin_7_01379	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA278O22;AAA028I14;AAA024D14	12
4738.47136564	"hypothetical protein"	1.0	bin_7_01898	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	13
4846.8357016	"DNA polymerase III subunit beta"	1.0	bin_7_01896	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
5003.6433942	"Thioredoxin reductase"	1.0	bin_7_01495	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4705.68007542	"putative peptidoglycan biosynthesis protein MviN"	1.0	bin_7_01496	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	13
4697.5805114	"CCA-adding enzyme"	0.928571428571	bin_7_01499	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4643.06677141	"2-acyl-glycerophospho-ethanolamine acyltransferase"	0.857142857143	bin_7_01500	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
5086.50924025	"hypothetical protein"	1.0	bin_7_01501	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4694.07107601	"Penicillin-binding protein 1A"	1.0	bin_7_01502	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	13
4433.18392709	"hypothetical protein"	0.857142857143	bin_7_01503	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
5683.39575965	"50S ribosomal protein L9"	1.0	bin_7_01507;bin_7_00644	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
4882.57313796	"Prephenate dehydratase"	1.0	bin_7_01525;bin_7_00661	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA028I14;AAA027M14	12
4753.40263158	"Fumarate reductase iron-sulfur subunit"	0.857142857143	bin_7_01901	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA028I14;AAA024D14	11
321.938086304	"Xaa-Pro aminopeptidase 1"	1.0	bin_7_01906;bin_7_01905	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA028I14;AAA024D14	12
2718.18435791	"Glutarate-semialdehyde dehydrogenase DavD"	0.714285714286	bin_7_01963;bin_7_00888	AAA027L06;AAA044N04;AAA044D11;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	10
4799.69243697	"Recombination protein RecR"	1.0	bin_7_01104	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4505.5519685	"Aspartokinase"	1.0	bin_7_01105	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4390.52742098	"ECF RNA polymerase sigma factor SigJ"	0.571428571429	bin_7_00877;bin_7_00064;bin_7_00509	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA023D18;bin_7;AAA027M14;AAA278O22;AAA028I14;AAA024D14	8
4388.28211285	"putative ABC transporter ATP-binding proteinc/MT2552"	1.0	bin_7_00994;bin_7_00082	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
4307.64379947	"Group 2 truncated hemoglobin GlbO"	1.0	bin_7_00084;bin_7_00996	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
4565.07021897	"HNH endonuclease"	1.0	bin_7_00997;bin_7_00085	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
4295.23944743	"ATP-dependent Clp protease ATP-binding subunit ClpX"	1.0	bin_7_01008	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA278O22;AAA024D14	9
4224.37322532	"Thioesterase superfamily protein"	1.0	bin_7_01420;bin_7_00343;bin_7_00227;bin_7_00071	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA023J06;AAA028I14;AAA024D14	10
4146.86846276	"hypothetical protein"	1.0	bin_7_00073;bin_7_01422;bin_7_00345;bin_7_00229	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA023J06;AAA028I14;AAA024D14	10
4448.85139319	"Trk system potassium uptake protein TrkA"	0.928571428571	bin_7_00075;bin_7_01424;bin_7_00347;bin_7_00231	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA023J06;AAA028I14;AAA024D14	10
4243.24769874	"putative RNA methyltransferase/cg2084"	0.928571428571	bin_7_01425;bin_7_00348;bin_7_00232;bin_7_00076	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA028I14;AAA024D14	10
3572.31395952	"1-deoxy-D-xylulose-5-phosphate synthase"	1.0	bin_7_01427;bin_7_00350;bin_7_00234	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA028I14;AAA024D14	11
4042.16143498	"Putrescine transport system permease protein PotH"	0.928571428571	bin_7_01937;bin_7_00322	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA023J06;AAA024D14;AAA278O22;AAA027M14	9
4286.53997195	"Gamma-aminobutyraldehyde dehydrogenase"	1.0	bin_7_00835;bin_7_01042	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	10
4593.52761628	"Cell division ATP-binding protein FtsE"	1.0	bin_7_00721	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	11
3142.53698225	"hypothetical protein"	1.0	bin_7_00981;bin_7_00207	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA278O22;AAA028I14;AAA027M14	12
3903.26780451	"hypothetical protein"	1.0	bin_7_00020;bin_7_00035	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA024D14	12
4552.69776119	"Transcriptional regulator WhiB1"	0.785714285714	bin_7_00751	AAA027L06;AAA044N04;AAA044D11;AAA278I18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	7
4503.33894737	"hypothetical protein"	1.0	bin_7_00536;bin_7_00697	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	10
4672.20594059	"Amino-acid acetyltransferase"	1.0	bin_7_01349	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	12
4747.14018692	"Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX"	1.0	bin_7_01348	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	12
4992.28716645	"Type III pantothenate kinase"	1.0	bin_7_01347	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA027M14;AAA278O22;AAA024D14	12
9974.48401897	"Daunorubicin/doxorubicin resistance ATP-binding protein DrrA"	0.769230769231	bin_7_01838;bin_7_01855;bin_7_00413	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA278O22;AAA027M14	10
4383.30113246	"putative inner membrane transporter YedA"	0.384615384615	bin_7_00149;bin_7_01994;bin_7_01468;bin_7_00920	AAA027L06;AAA044N04;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA278O22;AAA027M14	9
4326.77099237	"Inosine-5'-monophosphate dehydrogenase"	0.923076923077	bin_7_01825	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA278O22;AAA028I14;AAA027M14	12
4487.74495413	"DNA replication and repair protein RecF"	1.0	bin_7_01897	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
4654.21790541	"Putative mutator protein MutT4"	1.0	bin_7_01498	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
4933.73898305	"30S ribosomal protein S6"	1.0	bin_7_01504	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
5024.55102041	"Single-stranded DNA-binding protein"	1.0	bin_7_01505	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA027M14	12
4842.11888112	"30S ribosomal protein S18 1"	0.923076923077	bin_7_01506	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
4691.34662045	"Deoxycytidine triphosphate deaminase"	1.0	bin_7_01511;bin_7_00648	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14	11
4496.52797704	"Putative phosphatase"	0.538461538462	bin_7_01527;bin_7_00663	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA028I14;AAA024D14	11
4593.12560976	"hypothetical protein"	1.0	bin_7_01530;bin_7_00666	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA028I14;AAA024D14	11
4833.83284457	"DNA polymerase III subunit tau"	0.923076923077	bin_7_01103	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	12
4626.49108097	"Threonylcarbamoyl-AMP synthase"	1.0	bin_7_01071;bin_7_00475	AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA023J06;AAA027M14;AAA278O22;AAA028I14;AAA024D14	11
4443.85315068	"DNA primase"	0.923076923077	bin_7_00461;bin_7_00216	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA023J06;AAA278O22;AAA028I14	9
2101.25657371	"(S)-mandelate dehydrogenase"	0.615384615385	bin_7_00552	AAA027L06;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA278O22;AAA027M14	4
7880.3097844	"Cysteine desulfurase"	1.0	bin_7_01799;bin_7_01244;bin_7_01243	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA023J06;AAA278O22;AAA024D14	10
3500.47335203	"Argininosuccinate lyase"	1.0	bin_7_01647	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA028I14	8
4151.5677308	"Cystathionine beta-lyase PatB"	1.0	bin_7_00031;bin_7_00016	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA024D14;AAA278O22;AAA027M14	9
4289.92545455	"Oligoribonuclease"	1.0	bin_7_00170;bin_7_00988	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	11
4565.93009479	"Phosphate import ATP-binding protein PstB"	0.692307692308	bin_7_00079;bin_7_00991	AAA027L06;AAA044N04;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	9
